index,middle,ring,pinky
883,341,368,798
883,341,368,798
886,344,363,804
886,340,366,799
884,343,365,799
886,344,361,804
887,343,360,804
886,341,365,801
886,341,366,800
884,342,366,800
884,342,364,801
885,342,364,801
885,343,364,800
885,342,364,801
885,343,364,801
884,342,365,801
886,342,364,800
885,342,365,801
886,342,364,801
885,342,364,801
886,342,364,801
885,342,365,800
885,342,365,800
885,342,364,801
885,342,365,801
886,342,363,802
886,341,365,801
885,342,365,800
885,342,364,800
885,343,364,801
886,342,364,801
886,342,365,800
884,342,365,799
886,343,363,802
885,342,365,800
885,342,365,801
885,342,366,801
885,342,364,801
885,342,364,801
885,342,365,801
885,341,368,799
883,342,364,800
886,343,361,801
885,341,367,799
884,343,365,799
886,344,362,804
885,341,366,799
886,343,363,803
887,342,364,801
885,342,365,799
886,342,364,802
885,342,366,800
886,344,362,803
888,338,366,799
882,338,373,792
882,340,370,795
887,345,359,804
888,344,359,805
888,343,361,804
886,339,369,798
883,340,371,795
883,339,370,795
888,345,359,807
888,344,359,806
882,342,369,796
883,342,368,796
887,340,366,801
884,339,371,795
885,341,365,801
884,343,364,800
886,342,364,801
885,343,365,801
885,342,363,800
886,342,364,800
885,342,364,801
885,342,364,801
885,342,364,801
885,343,365,801
885,342,365,801
885,342,364,801
885,342,364,800
885,342,364,801
885,342,364,800
885,343,364,801
885,342,364,801
885,342,365,801
,,,,
883,344,362,800
884,340,368,798
883,341,366,797
884,344,361,802
887,343,362,801
887,343,362,799
883,342,366,797
884,341,368,796
887,344,362,802
885,342,365,798
884,342,364,799
885,342,365,799
885,342,365,799
885,343,364,798
884,342,364,799
885,342,365,798
885,342,365,799
885,342,365,799
885,342,364,799
885,342,365,799
885,342,365,799
884,342,365,798
886,342,365,799
884,343,365,799
885,343,365,799
885,342,364,799
886,342,364,800
886,341,364,798
885,342,365,798
885,342,364,799
884,342,366,799
885,342,364,799
885,343,364,799
884,343,365,798
885,342,365,799
885,342,365,797
885,343,364,798
886,342,365,799
884,342,366,798
885,342,365,798
885,342,365,799
885,342,365,798
885,343,364,799
885,343,364,799
885,342,364,799
886,342,364,799
886,342,365,799
885,343,365,799
884,343,364,799
885,342,364,799
885,342,365,798
885,342,365,798
886,342,365,799
885,341,367,796
886,344,362,800
886,343,366,799
883,342,366,796
885,343,363,800
887,342,364,800
885,341,367,796
884,341,367,797
886,343,361,801
883,343,365,798
885,343,364,800
885,341,366,797
885,341,366,796
885,343,363,800
885,341,367,796
885,342,364,799
885,342,365,798
885,342,365,799
885,342,365,798
885,342,366,798
885,342,364,798
884,342,365,798
886,342,364,799
883,342,365,798
883,341,368,795
884,345,360,801
887,345,359,803
888,342,364,802
887,340,367,798
882,343,366,797
886,345,361,803
888,344,360,801
886,341,367,799
883,344,361,800
885,346,357,804
884,340,370,793
884,338,373,791
889,346,357,807
888,341,364,801
884,341,370,795
883,343,365,797
885,343,362,801
886,341,365,799
884,340,369,796
882,341,367,796
885,344,363,800
885,344,361,799
885,343,363,800
884,344,363,801
885,342,365,799
884,342,366,798
886,342,364,799
884,342,365,798
884,342,364,798
885,342,365,798
885,342,364,799
885,343,365,798
885,342,365,798
884,342,365,798
884,343,365,799
885,342,365,799
884,342,365,799
885,342,365,799
886,342,365,799
885,342,364,798
885,342,365,798
885,342,363,799
885,342,365,798
884,342,365,797
885,342,365,799
885,342,365,799
885,342,365,797
885,343,363,800
885,342,365,799
885,341,365,798
885,343,365,799
885,342,364,798
886,342,365,800
884,342,365,799
885,342,364,799
885,342,365,798
885,342,365,798
