index,middle,ring,pinky
807,819,756,361
807,819,756,361
807,819,756,361
807,819,755,363
807,819,756,361
806,819,756,361
807,819,756,361
808,819,756,361
807,820,756,362
807,820,755,361
808,819,757,360
806,818,755,363
806,819,756,362
807,820,756,362
806,819,757,361
807,819,757,361
807,819,757,361
807,819,756,361
805,818,754,364
808,820,753,364
807,821,755,363
806,820,757,361
806,819,758,359
806,819,758,359
807,818,758,360
806,820,756,361
807,820,759,359
805,819,759,360
807,817,755,364
805,820,758,361
806,820,755,363
806,820,756,361
806,819,758,360
807,820,756,361
807,819,756,361
808,819,756,361
807,820,756,362
807,820,756,362
807,819,756,361
807,819,756,362
808,820,756,362
807,820,756,361
807,820,756,361
807,820,756,362
807,820,756,361
806,819,756,361
807,819,756,362
807,819,756,361
807,819,756,362
808,819,756,361
807,819,755,362
806,819,754,364
807,821,757,361
807,818,756,361
806,818,755,363
807,820,754,364
808,820,758,360
807,818,754,363
807,820,754,364
807,817,759,358
805,820,753,365
808,816,756,364
805,817,749,369
807,824,762,355
810,820,751,364
809,823,749,368
807,823,759,358
809,818,759,358
805,817,751,367
806,821,755,363
809,822,750,366
808,823,760,357
808,817,758,361
807,822,752,365
807,820,757,361
807,819,756,361
807,819,756,361
,,,,
817,753,832,362
816,754,831,363
817,753,831,362
817,753,832,362
817,753,832,362
816,753,832,362
817,754,832,362
816,754,832,363
816,754,831,362
817,754,832,362
817,753,833,362
816,753,832,362
816,753,833,362
816,754,832,362
817,753,833,362
817,753,832,362
817,754,832,363
817,754,832,363
816,753,832,362
815,752,837,360
818,756,827,367
819,753,831,363
819,753,832,365
815,752,835,360
819,754,829,364
816,754,829,364
815,751,837,358
817,756,828,364
818,756,828,366
815,750,838,357
814,750,837,357
818,754,831,365
816,753,834,360
816,753,834,360
818,754,830,364
816,754,832,362
816,754,830,363
817,753,832,363
816,755,831,363
817,754,831,364
816,754,831,363
817,754,829,364
817,753,833,361
816,753,832,361
816,754,831,362
817,753,832,362
816,754,831,363
817,753,832,363
816,753,832,363
816,753,832,362
816,753,832,362
816,753,831,362
817,753,833,362
815,753,832,362
817,753,832,361
816,753,832,362
817,753,831,363
815,753,832,362
815,753,833,362
818,753,830,363
818,754,830,364
817,752,834,361
817,755,830,365
817,754,835,360
814,753,834,360
816,755,830,363
816,755,829,364
817,753,834,361
817,753,834,360
817,754,830,364
817,755,829,364
815,752,834,360
817,753,832,362
816,753,832,362
817,754,832,363
817,753,832,362
817,753,831,362
816,753,832,362
817,754,833,362
817,753,832,362
817,754,832,362
816,753,832,362
816,753,832,363
817,753,832,362
816,753,832,362
815,753,832,362
816,753,832,362
816,753,832,362
816,754,832,363
817,753,831,363
816,753,832,363
816,753,832,362
816,753,833,362
816,753,832,362
816,754,832,362
816,753,832,363
816,753,833,362
816,753,832,362
817,754,832,363
817,754,832,362
816,753,831,362
817,753,832,363
817,753,832,362
816,753,832,362
816,754,832,362
816,753,831,363
817,754,832,363
817,754,832,361
817,754,832,363
817,753,832,362
815,753,833,363
816,753,831,363
818,753,830,364
819,754,832,363
816,755,829,365
818,755,827,366
817,752,832,363
815,751,836,359
814,752,834,361
818,755,827,367
819,753,831,363
817,751,835,360
815,753,830,363
816,754,832,363
817,753,830,364
819,754,830,365
814,750,836,358
817,755,829,364
816,752,833,361
816,753,832,363
817,754,830,364
816,753,833,361
816,753,833,360
816,754,830,363
816,753,832,362
814,753,833,360
817,754,830,364
816,753,832,362
815,753,832,362
816,753,832,362
816,753,832,362
816,754,832,362
816,753,832,362
817,754,833,363
817,753,832,362
817,753,832,362
816,753,832,362
816,753,832,362
817,754,831,362
816,753,832,362
816,753,831,362
817,755,829,365
819,755,829,365
816,752,834,360
816,754,829,364
816,754,831,363
817,753,831,363
816,753,833,362
817,754,829,365
818,753,831,363
816,752,835,360
815,753,833,360
816,753,832,362
817,753,829,365
817,753,832,362
816,753,833,361
816,753,832,361
816,753,831,362
816,753,831,362
816,753,832,362
816,753,831,362
817,754,830,362
817,753,831,362
817,753,832,363
817,754,832,362
816,753,832,362
816,754,832,363
817,754,832,362
816,753,831,362
816,753,832,362
817,753,832,362
816,754,830,363
816,754,831,362
817,753,832,362
817,753,832,363
816,753,832,362
817,753,832,363
817,754,831,362
816,753,832,363
817,753,832,362
816,754,831,363
815,754,832,362
816,753,832,361
816,753,833,361
816,753,831,363
817,753,831,362
817,753,831,362
816,753,832,362
816,753,831,362
816,753,831,362
,,,,
814,749,830,362
814,750,829,363
814,750,828,363
814,750,829,362
814,749,830,363
814,749,829,363
814,749,829,362
814,749,829,363
813,749,830,362
814,749,830,362
814,749,830,361
814,749,830,361
813,749,829,362
813,749,830,362
815,750,830,363
814,749,828,362
814,750,830,363
814,749,830,362
814,750,830,362
813,750,830,362
814,750,830,363
815,749,828,363
813,750,828,364
816,751,826,366
812,749,831,360
813,749,832,361
813,751,827,363
814,747,832,360
813,747,834,358
812,750,827,365
816,748,830,363
816,749,830,361
812,750,828,364
813,750,828,365
813,748,833,359
814,749,830,361
813,751,829,363
817,751,824,367
812,749,829,360
813,749,830,361
815,750,827,365
815,750,828,363
814,748,832,360
815,748,832,361
814,751,828,364
815,750,828,363
815,750,831,361
815,749,830,362
813,748,831,360
816,750,828,364
813,749,832,363
813,749,831,360
813,750,829,362
814,749,830,362
814,749,829,363
814,749,830,362
814,749,829,362
815,750,829,363
814,749,830,362
814,749,829,363
814,750,830,363
813,749,829,362
814,749,829,362
814,749,830,362
814,749,830,362
814,750,829,362
813,750,830,362
813,749,829,362
814,749,830,362
814,750,829,362
814,749,830,362
813,749,830,362
815,749,829,363
814,749,829,362
815,749,830,362
814,749,829,362
814,749,830,362
814,749,830,363
814,749,829,363
814,749,829,363
814,749,830,362
814,749,830,363
814,749,829,362
814,749,829,362
814,749,829,362
813,749,830,361
814,750,829,363
815,749,830,362
814,748,830,362
815,750,829,362
814,750,829,362
814,750,829,362
814,749,830,363
815,749,829,363
814,749,830,362
814,749,830,361
814,749,828,363
815,749,829,362
814,749,830,362
815,750,830,362
814,749,829,362
814,749,830,362
813,749,830,362
814,749,830,362
814,748,830,362
814,750,829,362
813,749,830,362
814,749,829,363
815,749,829,363
814,749,829,362
813,750,830,362
814,749,830,362
814,749,830,362
814,749,829,363
814,748,830,362
815,750,827,364
813,747,831,361
811,748,830,360
811,751,828,362
815,750,827,364
812,748,832,359
814,750,830,363
814,751,827,365
815,749,828,364
816,750,825,366
816,751,826,366
