index,middle,ring,pinky
663,735,761,839
663,735,760,839
663,735,761,839
663,735,761,839
664,735,760,839
664,735,760,838
663,735,760,839
663,735,760,839
663,735,760,839
664,734,760,839
663,735,760,840
664,735,760,839
663,735,761,839
664,734,761,839
664,735,760,839
664,735,760,839
664,735,760,839
664,735,761,839
663,735,761,839
664,735,761,839
663,734,759,838
664,735,760,839
664,736,760,839
663,735,761,838
663,735,760,838
664,735,760,840
664,735,761,838
663,735,760,839
663,736,760,839
664,735,761,839
663,735,761,839
663,735,760,838
663,735,761,839
663,735,761,838
664,735,760,839
663,734,761,839
662,736,761,838
663,733,762,839
662,735,760,839
665,736,758,841
664,734,761,840
662,733,763,838
664,735,758,841
664,733,762,837
663,733,761,838
664,736,758,840
664,735,760,839
663,736,759,840
663,736,759,840
663,734,762,837
664,735,759,840
664,735,760,839
663,735,761,838
663,735,760,839
663,735,760,839
663,735,760,838
664,735,760,839
663,733,764,836
661,734,763,836
662,737,758,841
664,737,759,841
666,734,759,840
663,732,765,835
661,733,765,836
666,737,754,844
660,733,766,834
660,733,766,834
664,736,756,843
663,732,766,835
662,736,759,840
665,739,753,843
666,736,757,843
663,733,764,837
662,733,763,836
664,736,757,842
665,736,760,840
664,736,758,841
664,734,761,839
663,733,763,836
664,736,759,839
663,734,761,838
662,734,761,838
664,736,760,840
664,735,760,839
663,735,760,839
663,735,761,839
664,735,760,840
664,735,760,840
663,735,761,839
663,735,760,840
663,734,761,838
663,735,760,840
664,734,761,839
664,734,761,839
663,735,760,839
664,735,761,838
663,735,760,839
664,735,760,839
663,735,761,838
663,735,760,839
663,735,761,839
663,735,761,838
664,734,761,839
663,735,760,839
664,735,760,839
663,734,761,839
664,735,761,840
663,735,761,839
663,734,760,839
664,735,761,839
665,735,760,840
663,734,761,839
664,735,760,840
663,735,760,840
663,735,761,839
663,735,760,839
663,735,761,838
664,735,760,839
663,735,760,839
663,734,760,839
663,735,760,839
664,735,761,839
663,735,760,839
664,735,760,839
663,735,760,839
663,735,761,840
663,734,761,839
663,734,760,839
663,735,761,839
663,735,761,839
664,736,758,841
663,734,762,837
663,735,762,839
664,734,760,839
663,733,762,838
663,736,759,840
664,735,760,840
663,734,762,837
663,736,760,839
663,735,760,840
